sentence,label,gpt4_response,gpt4_keyword
6月８日，中国人中央民族大学学举行幼儿园70周年发展研讨会。来自北京师范大学、华东师范大学等院校与北京市教科院早期教育研究所、北京教育学院学前教育学院以及朝阳区、海淀区等区县学前教育研究机构的专家学者，围绕“秉承人文传统，奠基幸福人生”的主题，回顾和梳理了中国人中央民族大学学幼儿园70年办学经验，共同探讨幼儿教育未来发展的方向。,0-3:time;5-13:sponsor;17-28:name;103-117:theme,"name: 中国人中央民族大学学幼儿园70周年发展研讨会
participant: 来自北京师范大学、华东师范大学等院校与北京市教科院早期教育研究所、北京教育学院学前教育学院以及朝阳区、海淀区等区县学前教育研究机构的专家学者
summary: 无
sub_forum: 无
paper: 无
invites: 无
time: 6月８日
sponsor: 中国人中央民族大学学
standpoint: 回顾和梳理了中国人中央民族大学学幼儿园70年办学经验，共同探讨幼儿教育未来发展的方向
purpose: 回顾和梳理了中国人中央民族大学学幼儿园70年办学经验，共同探讨幼儿教育未来发展的方向
scale: 无
spokesman: 无
prize: 无
theme: “秉承人文传统，奠基幸福人生”的主题","""中国人中央民族大学；幼儿园；70周年；研讨会；北京师范大学；华东师范大学；早期教育研究所；北京教育学院；朝阳区；海淀区；人文传统；幸福人生；学前教育；专家学者；办学经验；幼儿教育；未来发展；方向；"""
6月6日，“理解中国与东盟关系”圆桌研讨会召开。研讨会由外交学院中国外交理论研究中心与中国社科院《世界经济与政治》编辑部联合主办。与会专家分别从地区形势、东盟方式、互联互通、央地关系、安全管理以及关系平衡等角度切入对中国—东盟关系进行了回顾和展望，就双边关系中存在的挑战与机遇提出建议。随后，与会专家与参会师生就中国—东盟关系的相关问题进行了互动。70余名专家学者与会。,0-3:time;4-20:name;28-59:sponsor;174-177:scale,"name: 理解中国与东盟关系圆桌研讨会
participant: 与会专家、参会师生
summary: 对中国—东盟关系进行了回顾和展望，就双边关系中存在的挑战与机遇提出建议
sub_forum: 无
paper: 无
invites: 无
time: 6月6日
sponsor: 外交学院中国外交理论研究中心与中国社科院《世界经济与政治》编辑部
standpoint: 关于地区形势、东盟方式、互联互通、央地关系、安全管理以及关系平衡等角度进行讨论
purpose: 理解中国与东盟关系
scale: 70余名专家学者
spokesman: 无
prize: 无
theme: 中国与东盟关系","""中国与东盟关系；圆桌研讨会；外交学院；中国外交理论研究中心；中国社科院；世界经济与政治；地区形势；东盟方式；互联互通；央地关系；安全管理；关系平衡；挑战与机遇；互动；专家学者""；"
申请市级财政经费完成2017年直属单位业务发展-北京市中小学校办学条件管理系统运行维护项目。定时对数据进行备份、提取、恢复、计算、故障处理等工作。为市级、区级、学校相关人员提供技术支持和客户服务。7月、12月召开两次全市基础教育装备部门数据统计工作会，围绕各区中小学校办学条件管理系统组织管理、运行机制、数据质量控制、统计分析、管理特色、存在问题及解决办法等进行研讨交流。10-11月期间，汇总编制《2016年度北京市中小学校办学条件数据统计资料》和《2015-2016年北京市中小学校办学条件数据对比》。,98-184:summary;195-252:summary,"name: 全市基础教育装备部门数据统计工作会
participant: 无
summary: 无
sub_forum: 无
paper: 无
invites: 无
time: 7月、12月
sponsor: 北京市中小学校办学条件管理系统
standpoint: 围绕各区中小学校办学条件管理系统组织管理、运行机制、数据质量控制、统计分析、管理特色、存在问题及解决办法等进行研讨交流
purpose: 完成2017年直属单位业务发展
scale: 无
spokesman: 无
prize: 无
theme: 北京市中小学校办学条件管理系统运行维护项目","""市级财政经费；中小学校办学条件管理系统；数据备份；故障处理；技术支持；数据统计；运行机制；数据质量控制；统计分析；问题解决"""
6月30日至7月2日，北京教育科学研究院组织召开“2017年北京市中小学校体育教学“千人百课”优秀教学课例评审工作会”。评审工作以校园足球教学为龙头，在16个区的中小学校广泛开展了足球、篮球和排球3个项目的优秀教学案例征集，共征集课例200节。其中，足球100节、篮球65节、排球35节。组织首都体育学院专家、北京市特级教师、一线优秀教师和北京市中小学体育教研员对上交课例进行评审，40余人参加评审工作，最终共有172节课例获奖，其中，一等奖41节、二等奖76节、三等奖55节。,0-9:time;11-19:sponsor;24-59:name;144-238:summary,"name: 2017年北京市中小学校体育教学“千人百课”优秀教学课例评审工作会
participant: 首都体育学院专家、北京市特级教师、一线优秀教师、北京市中小学体育教研员
summary: 无
sub_forum: 无
paper: 无
invites: 北京教育科学研究院
time: 6月30日至7月2日
sponsor: 北京教育科学研究院
standpoint: 无
purpose: 评审校园足球教学的优秀教学案例
scale: 40余人
spokesman: 无
prize: 一等奖41节、二等奖76节、三等奖55节
theme: 校园体育教学优秀课例评审",“北京；教育科学研究院；中小学；校体育教学；千人百课；优秀教学课例；评审工作；校园足球教学；16个区；足球、篮球、排球；项目；征集；课例；200节；足球、篮球、排球；专家、特级教师、一线优秀教师、中小学体育教研员；评审工作；172节课例；一等奖、二等奖、三等奖”；
9月8-9日，北京市高等教育学会机械原理研究分会在北京航空航天大学组织召开了“2017年北京高校机械原理课程教学暨学术研讨会”，来自北京21所高校、机械工业出版社和企业的48名教师、编审和工程师参加了会议。会议主题是首都高校机械创新设计大赛、机械原理案例教学探索、新工科背景下的机械原理教学设计、第三届“机构学和机器科学（机械原理）大学生国际奥林匹克大赛”、教师科研成果交流以及Adams软件新功能等。,0-5:time;7-23:sponsor;38-63:name;85-87:scale;108-199:theme,"name: 2017年北京高校机械原理课程教学暨学术研讨会
participant: 48名教师、编审和工程师
summary: 无
sub_forum: 无
paper: 无
invites: 无
time: 9月8-9日
sponsor: 北京市高等教育学会机械原理研究分会
standpoint: 机械创新设计、机械原理案例教学探索、新工科背景下的机械原理教学设计、第三届“机构学和机器科学（机械原理）大学生国际奥林匹克大赛”、教师科研成果交流、Adams软件新功能等
purpose: 学术研讨
scale: 48人
spokesman: 无
prize: 无
theme: 机械创新设计、机械原理案例教学探索、新工科背景下的机械原理教学设计、第三届“机构学和机器科学（机械原理）大学生国际奥林匹克大赛”、教师科研成果交流、Adams软件新功能等","""北京市高等教育学会；机械原理研究分会；北京航空航天大学；2017年北京高校机械原理课程教学暨学术研讨会；高校；机械工业出版社；企业；教师；编审；工程师；首都高校机械创新设计大赛；机械原理案例教学探索；新工科背景下的机械原理教学设计；第三届“机构学和机器科学（机械原理）大学生国际奥林匹克大赛”；教师科研成果交流；Adams软件新功能；"""
5月4日下午，由教育部指导，北京大学、北京市教育委员会和韩国高等教育财团主办的“双一流”建设国际研讨会暨北京论坛（2018）于钓鱼台国宾馆隆重开幕。来自44个国家和地区的261所高校代表齐聚一堂，以“变与不变——120年来全球大学与世界文明”为题，携手共议当代高等教育改革与世界文明发展的未来趋向。中国国务院副总理孙春兰，教育部部长陈宝生，北京市市长陈吉宁，北京大学党委书记郝平、校长林建华等出席开幕式。开幕式前，孙春兰会见了牛津大学校长路易斯·理查森、莫斯科国立大学校长维克多·萨多夫尼奇等23位世界一流大学校长。,0-5:time;8-35:sponsor;39-61:name;85-88:scale;99-120:theme,"会议名称: “双一流”建设国际研讨会暨北京论坛（2018）
参会人员: 来自44个国家和地区的261所高校代表、中国国务院副总理孙春兰、教育部部长陈宝生、北京市市长陈吉宁、北京大学党委书记郝平、校长林建华、牛津大学校长路易斯·理查森、莫斯科国立大学校长维克多·萨多夫尼奇等23位世界一流大学校长
会议总结: 无
分论坛: 无
论文: 无
邀请人: 无
时间: 5月4日下午
主办方: 教育部、北京大学、北京市教育委员会和韩国高等教育财团
会议观点: 以“变与不变——120年来全球大学与世界文明”为题，携手共议当代高等教育改革与世界文明发展的未来趋向
目的: 讨论当代高等教育改革与世界文明发展的未来趋向
参会规模: 261所高校代表
演讲人: 无
奖项: 无
主题: “变与不变——120年来全球大学与世界文明”","""教育部；北京大学；北京市教育委员会；韩国高等教育财团；双一流；国际研讨会；北京论坛（2018）；钓鱼台国宾馆；高校代表；全球大学；世界文明；中国国务院副总理；孙春兰；陈宝生；北京市市长；郝平；林建华；牛津大学；莫斯科国立大学；世界一流大学校长；"""
11月8日，信息学院邀请央视微电影频道的负责人和相关技术人员为数字媒体应用技术专业学生进行专题讲座。讲座分别就微电影的制作流程、角色分工、素材剪辑等方面与学生进行了交流。京职院作为与央视微电影频道合作的北京地区唯一高职院校，应邀参加即将于11月中旬在杭州举办的“即拍48小时”大赛，央视微电影频道技术人员在讲座中对即将举办的大赛做了说明，并对参赛人员做了相关培训。同时，央视微电影频道的负责人表示，今后将继续为学生提供类似活动的机会。本次专题讲座提高了数字媒体应用技术专业认知度，拓宽了同学们的专业视野，也为参加“即拍48小时”大赛的选手们做了一次技术培训，收到了良好的效果。（刘益宏）,0-4:time;6-9:sponsor;12-29:invites;45-48:name;50-84:purpose,"name: 专题讲座
participant: 央视微电影频道负责人和相关技术人员、数字媒体应用技术专业学生、京职院代表
summary: 提高了数字媒体应用技术专业认知度，拓宽了同学们的专业视野，为参加“即拍48小时”大赛的选手们做了一次技术培训，收到了良好的效果
sub_forum: 无
paper: 无
invites: 信息学院
time: 11月8日
sponsor: 信息学院
standpoint: 提高专业认知度，拓宽专业视野，进行技术培训
purpose: 为学生提供专业知识和技能培训，增加合作机会
scale: 无
spokesman: 央视微电影频道负责人和相关技术人员
prize: 无
theme: 数字媒体应用技术专业的微电影制作技术专题讲座",“信息学院；央视微电影频道；专题讲座；数字媒体应用技术专业；微电影；制作流程；角色分工；素材剪辑；京职院；即拍48小时；杭州；大赛；技术人员；培训；视野；效果；刘益宏；”
9月26日，中共中央政治局委员、国务院副总理汪洋莅临对外经济贸易大学，出席商务部主办的2017年商务战略研讨会。商务部部长钟山、商务部国际贸易谈判代表兼副部长傅自应、国务院副秘书长江泽林、商务部副部长高燕、王受文、纪检组长李仰哲以及教育部党组成员、部长助理郑富芝等同志陪同参加研讨会。中央外办、中央财办、国务院研究室、国家发改委、教育部、财政部、中国人民银行、海关总署、质检总局相关负责同志以及相关领域的专家、学者出席了研讨会。,0-4:time;37-39:sponsor;43-54:name,"name: 2017年商务战略研讨会
participant: 汪洋、钟山、傅自应、江泽林、高燕、王受文、李仰哲、郑富芝等
summary: 无
sub_forum: 无
paper: 无
invites: 无
time: 9月26日
sponsor: 商务部
standpoint: 无
purpose: 商务战略研讨
scale: 无具体数字
spokesman: 无
prize: 无
theme: 商务战略","""中共中央政治局委员；国务院副总理；商务部部长；商务部国际贸易谈判代表；国务院副秘书长；商务部副部长；教育部党组成员；中央外办；中央财办；国务院研究室；国家发改委；财政部；中国人民银行；海关总署；质检总局；"""
为学习贯彻习近平总书记重要讲话和全国教育大会精神，11月18日，以“新时代教育的坚守与展望”为主题的北京市教育学会2018年学术年会在北京市第二中学开幕。今年的学术年会是历次年会规模最大的一次。主论坛分两天进行，同时安排了26节优秀示范课展示；分论坛24个，历时一个多月。年会旨在继往开来，站在历史的新起点，共话教育改革，共话北京基础教育发展的历程和宝贵经验，共同探讨落实新时代深化教育领域综合改革的各项任务。围绕立德树人的根本任务，把握新时代教育改革与发展的新定位、新使命、新特征，从创新学校教育、教师发展、学生培养、社会资源、幼儿发展、职业教育等不同方面，开展多种形式的学术交流。开幕式上，北京市教委副巡视员冯洪荣致辞，中国教育学会会长钟秉林、北京市教育学会副会长、北京开放大学校长褚宏启教授作主旨报告。11月19日，来自北京二中、东城史家胡同小学和东城区回民实验小学为与会的老师们展示七个学科26节公开课，就如何落实教育大会精神，将深化教育改革落实在课堂上进行探讨和交流，并邀请北京师范大学教育学院教授，博士生导师，北京师范大学教育科学研究所名誉所长裴娣娜女士，进行精彩点评。为了能有更多的教育工作者广泛参与学术研讨活动，北京市教育学会还将在今年年底前举办24个分论坛，围绕本次年会的主题开展学习培训交流和研讨。,25-30:time;34-44:theme;50-65:name;67-73:sponsor;97-134:scale;136-203:summary,"name: 北京市教育学会2018年学术年会
participant: 北京市教委副巡视员冯洪荣、中国教育学会会长钟秉林、北京市教育学会副会长褚宏启教授、来自北京二中、东城史家胡同小学和东城区回民实验小学的老师、北京师范大学教育学院教授、博士生导师、北京师范大学教育科学研究所名誉所长裴娣娜女士
summary: 无
sub_forum: 24个
paper: 26节优秀示范课展示
invites: 北京市教委副巡视员冯洪荣、中国教育学会会长钟秉林、北京市教育学会副会长褚宏启教授
time: 11月18日至11月19日
sponsor: 北京市教育学会
standpoint: 继往开来，站在历史的新起点，共话教育改革，共话北京基础教育发展的历程和宝贵经验，共同探讨落实新时代深化教育领域综合改革的各项任务
purpose: 共话教育改革，共话北京基础教育发展的历程和宝贵经验，共同探讨落实新时代深化教育领域综合改革的各项任务
scale: 历次年会规模最大的一次
spokesman: 北京市教委副巡视员冯洪荣、中国教育学会会长钟秉林、北京市教育学会副会长褚宏启教授、北京师范大学教育学院教授、博士生导师、北京师范大学教育科学研究所名誉所长裴娣娜女士
prize: 无
theme: 新时代教育的坚守与展望","""教育改革；教育大会精神；学术年会；教育学会；教育发展；教师发展；学生培养；教育研讨；深化教育改革；教育学院；教育科学研究；教育工作者；学术研讨活动；"""
3月11日下午，学校工会举办健康讲座活动。邀请北京清华大学第一附属医院中医科副主任施仲源医师，对全体教职工进行“脊柱保健”的健康讲座。讲座内容涉及脊柱的保健知识和平时工作中的一些保健常识。讲座后施仲源医师还对颈椎、腰椎有病痛的教职工进行了诊断和治疗。全校教职工61人参加此次活动。,0-6:time;8-11:sponsor;14-19:name;21-45:invites;125-139:scale,"name: 健康讲座活动
participant: 全体教职工61人
summary: 无
sub_forum: 无
paper: 无
invites: 学校工会
time: 3月11日下午
sponsor: 学校工会
standpoint: 脊柱保健知识和平时工作中的一些保健常识
purpose: 进行健康讲座
scale: 全体教职工61人
spokesman: 北京清华大学第一附属医院中医科副主任施仲源医师
prize: 无
theme: 脊柱保健",“3月11日；学校工会；健康讲座活动；北京清华大学第一附属医院中医科副主任施仲源医师；脊柱保健；全体教职工；讲座内容；脊柱的保健知识；工作中的保健常识；颈椎；腰椎；诊断和治疗；教职工；全校；61人；活动；”
3月16日，林克庆主持召开市教育体制改革专项小组第四次全体会议。王宁同志出席会议。会议原则同意北京职业教育改革发展行动计划（2018—2020年）、北京市推行中小学校长职级制度的实施意见，听取了北京市高考综合改革有关问题的汇报，审议通过了北京市高考综合改革方案的配套政策。,0-4:time;13-30:name;41-135:summary,"name: 市教育体制改革专项小组第四次全体会议
participant: 林克庆，王宁
summary: 无
sub_forum: 无
paper: 无
invites: 无
time: 3月16日
sponsor: 市教育体制改革专项小组
standpoint: 同意北京职业教育改革发展行动计划、推行中小学校长职级制度实施意见，听取了高考综合改革汇报，审议通过了高考综合改革方案的配套政策
purpose: 无
scale: 无
spokesman: 林克庆
prize: 无
theme: 教育体制改革",|3月16日；林克庆；市教育体制改革专项小组；王宁；北京职业教育改革发展行动计划；2018—2020年；北京市推行中小学校长职级制度；北京市高考综合改革；北京市高考综合改革方案；配套政策；|
4月15日，平谷区托幼园所膳食管理交流会在平谷二园举行。会议由妇幼保健科主抓幼儿保健工作的胡安宁大夫主持，由我园保健医马连芬向大家介绍幼儿膳食营养的管理，重点介绍了幼儿膳食营养计算软件的应用方法。此次的交流会促进了二园卫生保健膳及食营养工作的开展，确保各项工作制度更加细致的落实到位，让二园的卫生保健工作水平再上一个新台阶。全区公立幼儿园保健教师30多人参加了交流会，,0-4:time;13-19:name;21-24:sponsor;67-96:theme;98-161:summary;162-183:scale,"name: 平谷区托幼园所膳食管理交流会
participant: 全区公立幼儿园保健教师30多人
summary: 促进了二园卫生保健膳及食营养工作的开展，确保各项工作制度更加细致的落实到位，让二园的卫生保健工作水平再上一个新台阶
sub_forum: 无
paper: 无
invites: 妇幼保健科主抓幼儿保健工作的胡安宁大夫
time: 4月15日
sponsor: 无
standpoint: 介绍幼儿膳食营养的管理，重点介绍了幼儿膳食营养计算软件的应用方法
purpose: 促进了二园卫生保健膳及食营养工作的开展
scale: 30多人
spokesman: 妇幼保健科主抓幼儿保健工作的胡安宁大夫和我园保健医马连芬
prize: 无
theme: 幼儿膳食营养管理和计算软件的应用方法",“4月15日；平谷区；托幼园所；膳食管理；交流会；平谷二园；妇幼保健科；胡安宁大夫；保健医；马连芬；幼儿；膳食营养；管理；计算软件；卫生保健；工作；制度；公立幼儿园；保健教师；”
"5月16日,北京教育科学研究院在昌平区第一中学举行2017年北京市中国传统音乐“神州大地鼓乐铿锵”主题大课堂教学研讨会。教育部、北京教育科学研究院、北京市教育学会等专家领导以及各区县音乐学科教研员和骨干教师265人参会。本次研讨会，是音乐教研室探索采用主题大课堂的形式，打破年龄、班级、学校限制，打通课内外和校内外教学形式，充分调动各种社会资源，来传承中华优秀传统文化，实现立德树人的教育目标。",0-4:time;6-14:sponsor;25-38:name;39-48:theme;103-106:scale,"name: 2017年北京市中国传统音乐“神州大地鼓乐铿锵”主题大课堂教学研讨会
participant: 教育部、北京教育科学研究院、北京市教育学会等专家领导以及各区县音乐学科教研员和骨干教师265人
summary: 无
sub_forum: 无
paper: 无
invites: 无
time: 5月16日
sponsor: 北京教育科学研究院
standpoint: 探索采用主题大课堂的形式，打破年龄、班级、学校限制，打通课内外和校内外教学形式，充分调动各种社会资源，来传承中华优秀传统文化，实现立德树人的教育目标
purpose: 传承中华优秀传统文化，实现立德树人的教育目标
scale: 265人
spokesman: 无
prize: 无
theme: 中国传统音乐“神州大地鼓乐铿锵”","""5月16日；北京教育科学研究院；中国传统音乐；神州大地鼓乐铿锵；教学研讨会；教育部；北京市教育学会；音乐学科；教研员；骨干教师；研讨会；主题大课堂；年龄；班级；学校；课内外；校内外；教学形式；社会资源；中华优秀传统文化；教育目标；"""
3月23日，2017年东城区社区教育工作会暨东城区社区教育流动课程推介会在北京国际职业教育学校举行。会上北京国际职业教育学校教师奉献了三堂精品社区教育流动课程的展示课。2015年以来，学校在转型升级过程中，着力探索积极尝试。其中，仅在服务社区居民方面，就开发出40多门菜单课程。在实施过程中，更是收获了居民们的好评和丰富的经验。,0-4:time;11-17:sponsor;22-35:name;84-163:summary,"name: 2017年东城区社区教育工作会暨东城区社区教育流动课程推介会
participant: 北京国际职业教育学校教师
summary: 无
sub_forum: 无
paper: 无
invites: 无
time: 3月23日
sponsor: 北京国际职业教育学校
standpoint: 学校在转型升级过程中，着力探索积极尝试
purpose: 推介社区教育流动课程
scale: 无
spokesman: 北京国际职业教育学校教师
prize: 无
theme: 社区教育流动课程推介会","""东城区；社区教育；流动课程；北京国际职业教育学校；教师；展示课；转型升级；菜单课程；居民；好评；经验；"""
6月23日，由北京财贸职业学院主办，中国教育国际交流协会、北京市国际教育交流中心指导，北京商贸职业教育集团、英国国家创新创业教育中心（中国）协办的“职业教育国际化校长论坛”在该校召开。本次论坛以“职业教育国际化”为主题，来自英国、新西兰、泰国、台湾等境内外的大学校长、政府、企业、学界代表近百人，围绕全球化背景下的产教融合、“一带一路”框架下的创新创业教育、高端技术技能人才国际合作培养机制等话题开展交流。论坛期间，北财院还分别与泰国信武里农业技术学院、泰国披集农业技术学院、英国北安普顿大学校长签署合作备忘录和高端技术技能人才贯通培养试验项目国际合作协议。,0-4:time;7-14:sponsor;73-85:name;97-105:theme;110-146:scale,"name: 职业教育国际化校长论坛
participant: 来自英国、新西兰、泰国、台湾等境内外的大学校长、政府、企业、学界代表近百人
summary: 无
sub_forum: 无
paper: 无
invites: 北京财贸职业学院
time: 6月23日
sponsor: 北京财贸职业学院
standpoint: 职业教育国际化
purpose: 全球化背景下的产教融合、“一带一路”框架下的创新创业教育、高端技术技能人才国际合作培养机制
scale: 近百人
spokesman: 无
prize: 无
theme: 职业教育国际化",“职业教育国际化；校长论坛；产教融合；一带一路；创新创业教育；技术技能人才”；
11月30日，中芬项目式学习专题研讨会在北京中学举行，旨在研究项目式学习理论与实践对接。本次会议由朝阳区教科所主办，北京明远教育书院、学校承办。与会嘉宾有芬兰教育参赞MikaTapaniTirronen，芬兰于韦斯屈莱大学师范教育系副主任及高级讲师SirpaEskel?-Haapanen博士，北京师范大学资深教授顾明远先生等专家，以及来自全国各地的150余位教育同仁。,0-5:time;7-18:name;49-54:sponsor;175-179:scale,"name: 中芬项目式学习专题研讨会
participant: 芬兰教育参赞MikaTapaniTirronen，芬兰于韦斯屈莱大学师范教育系副主任及高级讲师SirpaEskel?-Haapanen博士，北京师范大学资深教授顾明远先生等专家，以及来自全国各地的150余位教育同仁
summary: 无
sub_forum: 无
paper: 无
invites: 无
time: 11月30日
sponsor: 朝阳区教科所
standpoint: 研究项目式学习理论与实践对接
purpose: 研究项目式学习理论与实践对接
scale: 150余位
spokesman: MikaTapaniTirronen，SirpaEskel?-Haapanen，顾明远
prize: 无
theme: 项目式学习理论与实践对接","""项目式学习；研讨会；理论与实践；朝阳区教科所；北京明远教育书院；芬兰教育参赞；师范教育系副主任；高级讲师；资深教授；教育同仁；"""
4月9日，京津冀地区盲校义务教育新课标新教材培训暨教学研讨会在天津视力障碍学校召开，北京市盲人学校由教学副校长带队，一行六人赴天津参加研讨。人民教育出版社小学数学室主任、盲校新编教材的主编丁国忠，物理室主编谷雅芬，天津市教研室特教室主任林晓洁，三地盲校领导、教师六十余人出席会议。,0-3:time;5-29:name;131-134:scale,"name: 京津冀地区盲校义务教育新课标新教材培训暨教学研讨会
participant: 北京市盲人学校教学副校长及一行六人，人民教育出版社小学数学室主任丁国忠，物理室主编谷雅芬，天津市教研室特教室主任林晓洁，三地盲校领导、教师六十余人
summary: 无
sub_forum: 无
paper: 无
invites: 无
time: 4月9日
sponsor: 无
standpoint: 无
purpose: 盲校义务教育新课标新教材培训暨教学研讨
scale: 六人及六十余人
spokesman: 无
prize: 无
theme: 盲校义务教育新课标新教材培训暨教学研讨",“4月9日；京津冀地区；盲校；义务教育；新课标；新教材；培训；教学研讨会；天津视力障碍学校；北京市盲人学校；教学副校长；一行六人；人民教育出版社；小学数学室主任；盲校新编教材的主编；丁国忠；物理室主编；谷雅芬；天津市教研室特教室主任；林晓洁；三地盲校；领导；教师；会议；”
10月26日，首都经济贸易大学召开首场学习十九大精神专题辅导报告会，十九大代表、校党委书记冯培以“把握精神实质，奋进新的时代”为题，向首都经济贸易大学干部师生传达、解读了十九大精神。冯培在报告会上解读了十九大形成的三大成果，剖析了十九大报告的内在逻辑，深入解读了十九大报告的精神内涵，并布置了首都经济贸易大学学习十九大精神的总体思路，即报告和党章一起学，现实和历史对比看，理论和实践关联想，思想和工作同步行。,0-5:time;7-14:sponsor;17-32:name;48-62:theme,"name: 首场学习十九大精神专题辅导报告会
participant: 十九大代表、校党委书记冯培
summary: 无
sub_forum: 无
paper: 无
invites: 无
time: 10月26日
sponsor: 首都经济贸易大学
standpoint: 把握精神实质，奋进新的时代
purpose: 向干部师生传达、解读十九大精神
scale: 无
spokesman: 冯培
prize: 无
theme: 把握精神实质，奋进新的时代","""首都经济贸易大学；学习；十九大精神；报告会；冯培；传达；解读；干部师生；三大成果；内在逻辑；精神内涵；总体思路；党章；实践关联想；思想和工作同步行；"""
6月20日，市政府教育督导室召开北京市中小学责任督学挂牌督导工作交流会。会议旨在全面总结部署中小学责任督学挂牌督导工作，推广交流各区中小学责任督学挂牌督导工作的成功经验和有效做法。与会人员首先观摩东城区督学责任区建设与学校内部督导工作的现场展示。会议总结2016年全市责任督学挂牌督导工作，并对2017年工作的落实提出要求。要求各区要紧盯创新创建目标，高质量达到市级和国家级责任督学挂牌督导创新区标准；要从学校督导工作的特点和任务要求出发，建强责任督学队伍，紧紧围绕立德树人的根本任务，深入推进本年度各项工作；要在教育改革和教育督导改革的大局中统筹谋划，进一步打牢、夯实基础工作，引导责任督学挂牌督导工作的规范化、科学化发展。会议还就创新开展责任督学挂牌督导工作进行经验交流。昌平区用宣传片的方式，直观展示责任督学挂牌督导工作成果与经验；丰台区介绍开展责任督学挂牌督导工作三年来的工作思路与实践；大兴区介绍不断健全工作体系、创新工作机制的思考与探索。唐立军参加会议并讲话。市政府教育督导室、市教委、东城区政府领导，两委一室相关处室，各区教委、区政府教育督导室领导相关负责人及中小学校长、挂牌责任督学代表等共200余人参加会议。（赵兴）,0-4:time;6-13:sponsor;16-34:name;36-88:summary;436-511:scale,"name: 北京市中小学责任督学挂牌督导工作交流会
participant: 市政府教育督导室、市教委、东城区政府领导，两委一室相关处室，各区教委、区政府教育督导室领导相关负责人及中小学校长、挂牌责任督学代表等共200余人
summary: 全面总结部署中小学责任督学挂牌督导工作，并对2017年工作的落实提出要求
sub_forum: 无
paper: 无
invites: 无
time: 6月20日
sponsor: 市政府教育督导室、市教委
standpoint: 推广交流各区中小学责任督学挂牌督导工作的成功经验和有效做法
purpose: 推广交流各区中小学责任督学挂牌督导工作的成功经验和有效做法
scale: 共200余人参加会议
spokesman: 唐立军
prize: 无
theme: 责任督学挂牌督导工作交流
","""责任督学；挂牌督导；中小学；教育改革；教育督导；市政府；东城区；责任督学队伍；教育督导室""。"
5月31日，镇罗营中心小学邀请平谷区中医院推拿科白金山主任为全校师生进行脊柱健康专题知识讲座。白主任紧紧围绕《关注健康从脊柱开始》这一主题，从脊柱出现问题的原因、脊柱出现问题的征兆和“脊柱健康的三法则”等方面进行全面剖析与讲解。结合学生在校生活的现实情况，白主任从坐立姿势、书写姿势、书包减负、搬运重物和体育运动等多方面对学生进行规范指导。,0-4:time;15-28:invites;36-45:name;54-64:theme,"name: 脊柱健康专题知识讲座
participant: 全校师生
summary: 无
sub_forum: 无
paper: 无
invites: 镇罗营中心小学
time: 5月31日
sponsor: 镇罗营中心小学
standpoint: 关注健康从脊柱开始
purpose: 传授脊柱健康相关知识
scale: 全校师生
spokesman: 白金山主任
prize: 无
theme: 脊柱健康",“脊柱健康；知识讲座；白金山主任；平谷区中医院；规范指导；”
12月7日，北京教育系统关工委举办学习贯彻党的十九大精神报告会，北京大学马克思主义学院原院长郭建宁作“新时代、新思想、新篇章”专题报告。郭教授围绕中国特色社会主义进入新时代、习近平新时代中国特色社会主义思想和谱写新时代中国特色社会主义新篇章三部分内容，对十九大报告进行了深入解读。北京高校、区、职业院校的关工委负责人约150人参加报告会。,0-4:time;6-14:sponsor;17-30:name;32-48:invites;51-61:theme;68-139:purpose;140-168:scale,"name: 学习贯彻党的十九大精神报告会
participant: 北京高校、区、职业院校的关工委负责人约150人
summary: 无
sub_forum: 无
paper: 无
invites: 无
time: 12月7日
sponsor: 北京教育系统关工委
standpoint: 围绕中国特色社会主义进入新时代、习近平新时代中国特色社会主义思想和谱写新时代中国特色社会主义新篇章三部分内容
purpose: 学习贯彻党的十九大精神
scale: 约150人
spokesman: 北京大学马克思主义学院原院长郭建宁
prize: 无
theme: “新时代、新思想、新篇章”专题报告","""12月7日；北京教育系统；关工委；学习贯彻；党的十九大精神；报告会；北京大学；马克思主义学院；郭建宁；新时代；新思想；新篇章；专题报告；中国特色社会主义；习近平新时代中国特色社会主义思想；新时代中国特色社会主义新篇章；十九大报告；深入解读；北京高校；区；职业院校；负责人；150人；参加"""
6月24日，北京市高等教育学会高校国际政治研究分会年会在北京语言大学召开，主题为“逆全球化背景下的中国外交”，来自中国人中央民族大学学、中国政中国政法大学学、国际关系学院、等京内外近30所高校、科研院所，50多位专家学者参会。评选出主题论文一等奖3名，二等奖5名，三等奖4名。,0-4:time;6-26:name;28-33:sponsor;41-52:theme;55-111:scale;113-137:summary,"name: 北京市高等教育学会高校国际政治研究分会年会
participant: 来自中国人中央民族大学学、中国政中国政法大学学、国际关系学院等京内外近30所高校、科研院所，50多位专家学者
summary: 无
sub_forum: 无
paper: 评选出主题论文一等奖3名，二等奖5名，三等奖4名
invites: 无
time: 6月24日
sponsor: 北京语言大学
standpoint: 逆全球化背景下的中国外交
purpose: 无
scale: 50多位专家学者
spokesman: 无
prize: 评选出主题论文一等奖3名，二等奖5名，三等奖4名
theme: 逆全球化背景下的中国外交","""北京市高等教育学会；高校国际政治研究分会；年会；北京语言大学；逆全球化；中国外交；中国人民大学；中国政法大学；国际关系学院；高校；科研院所；专家学者；主题论文；一等奖；二等奖；三等奖""。"
